Batsman,Bowler,Batsman Points,Bowler Points
AB de Villiers,SB Jakati,7.8,-7.8
AB de Villiers,SJ Srivastava,11.0,-11.0
AB de Villiers,SK Raina,1.0,-1.0
AB de Villiers,SK Trivedi,6.6,-6.6
AB de Villiers,SK Warne,0.25,-0.25
AB de Villiers,SL Malinga,17.363636363636363,-17.363636363636363
AB de Villiers,SM Pollock,3.0,-3.0
AB de Villiers,SMSM Senanayake,4.0,-4.0
AB de Villiers,SN Thakur,7.2,-7.2
AB de Villiers,SR Tendulkar,37.0,-37.0
AB de Villiers,SR Watson,8.666666666666666,-8.666666666666666
AB de Villiers,SS Cottrell,22.0,-22.0
AB de Villiers,SS Sarkar,8.0,-8.0
AB de Villiers,STR Binny,8.666666666666666,-8.666666666666666
AB de Villiers,SW Tait,1.0,-1.0
AB de Villiers,Sam Curran,10.0,-10.0
AB de Villiers,Sandeep Sharma,12.636363636363637,-12.636363636363637
AB de Villiers,Shakib Al Hasan,20.25,-20.25
AB de Villiers,Sherfane Rutherford,-24.0,24.0
AB de Villiers,Shivam Sharma,29.0,-29.0
AB de Villiers,Shoaib Ahmed,-17.0,17.0
AB de Villiers,Shoaib Akhtar,-21.0,21.0
AB de Villiers,Shreyas Gopal,-11.333333333333334,11.333333333333334
AB de Villiers,Sunil Narine,-1.7,1.7
AB de Villiers,T Natarajan,3.0,-3.0
AB de Villiers,TG Southee,9.25,-9.25
AB de Villiers,TK Curran,9.0,-9.0
AB de Villiers,Trent Boult,14.8,-14.8
AB de Villiers,UT Yadav,6.428571428571429,-6.428571428571429
AB de Villiers,Umran Malik,1.0,-1.0
AB de Villiers,V Pratap Singh,2.0,-2.0
AB de Villiers,VR Aaron,18.0,-18.0
AB de Villiers,Varun Chakravarthy,8.333333333333334,-8.333333333333334
AB de Villiers,WPUJC Vaas,6.0,-6.0
AB de Villiers,YA Abdulla,2.0,-2.0
AB de Villiers,YK Pathan,8.75,-8.75
AB de Villiers,Yuvraj Singh,6.0,-6.0
AB de Villiers,Z Khan,7.0,-7.0
AC Blizzard,AB Agarkar,8.0,-8.0
AC Blizzard,AC Thomas,-16.0,16.0
AC Blizzard,B Lee,16.0,-16.0
AC Blizzard,BA Bhatt,1.0,-1.0
AC Blizzard,Bipul Sharma,2.0,-2.0
AC Blizzard,CH Gayle,1.0,-1.0
AC Blizzard,IK Pathan,-13.0,13.0
AC Blizzard,Iqbal Abdulla,17.0,-17.0
AC Blizzard,Ishant Sharma,1.0,-1.0
AC Blizzard,JP Duminy,-27.0,27.0
AC Blizzard,M Morkel,61.0,-61.0
AC Blizzard,P Kumar,-1.0,1.0
AC Blizzard,R Bhatia,14.0,-14.0
AC Blizzard,S Aravind,-27.0,27.0
AC Blizzard,S Nadeem,-22.0,22.0
AC Blizzard,SB Wagh,1.0,-1.0
AC Blizzard,Shakib Al Hasan,18.0,-18.0
AC Blizzard,YK Pathan,1.0,-1.0
AC Blizzard,Z Khan,17.0,-17.0
AC Gilchrist,A Chandila,1.0,-1.0
AC Gilchrist,A Kumble,-3.8333333333333335,3.8333333333333335
AC Gilchrist,A Mishra,1.6666666666666667,-1.6666666666666667
AC Gilchrist,A Mithun,28.0,-28.0
AC Gilchrist,A Nehra,23.857142857142858,-23.857142857142858
AC Gilchrist,A Singh,-23.0,23.0
AC Gilchrist,AB Agarkar,16.5,-16.5
AC Gilchrist,AB Dinda,-0.3333333333333333,0.3333333333333333
AC Gilchrist,AC Thomas,-24.0,24.0
AC Gilchrist,AD Mathews,-8.333333333333334,8.333333333333334
AC Gilchrist,AM Nayar,37.0,-37.0
AC Gilchrist,AP Dole,8.0,-8.0
AC Gilchrist,AS Rajpoot,17.0,-17.0
AC Gilchrist,Anand Rajan,20.0,-20.0
AC Gilchrist,B Akhil,10.5,-10.5
AC Gilchrist,B Lee,13.75,-13.75
AC Gilchrist,BJ Hodge,-13.0,13.0
AC Gilchrist,BW Hilfenhaus,10.0,-10.0
AC Gilchrist,Bhuvneshwar Kumar,4.0,-4.0
AC Gilchrist,CH Gayle,39.0,-39.0
AC Gilchrist,CK Langeveldt,25.5,-25.5
AC Gilchrist,CRD Fernando,-27.0,27.0
AC Gilchrist,DE Bollinger,-6.5,6.5
AC Gilchrist,DJ Bravo,5.333333333333333,-5.333333333333333
AC Gilchrist,DJ Hussey,4.0,-4.0
AC Gilchrist,DJG Sammy,-27.0,27.0
AC Gilchrist,DP Nannes,7.0,-7.0
AC Gilchrist,DS Kulkarni,6.0,-6.0
AC Gilchrist,DT Christian,12.0,-12.0
AC Gilchrist,DW Steyn,5.444444444444445,-5.444444444444445
AC Gilchrist,GD McGrath,-9.0,9.0
AC Gilchrist,GH Vihari,1.0,-1.0
AC Gilchrist,Gagandeep Singh,18.0,-18.0
AC Gilchrist,Harbhajan Singh,-2.1666666666666665,2.1666666666666665
AC Gilchrist,IK Pathan,2.6666666666666665,-2.6666666666666665
AC Gilchrist,Iqbal Abdulla,-14.0,14.0
AC Gilchrist,Ishant Sharma,13.25,-13.25
AC Gilchrist,J Botha,24.0,-24.0
AC Gilchrist,JA Morkel,1.6666666666666667,-1.6666666666666667
AC Gilchrist,JD Ryder,26.0,-26.0
AC Gilchrist,JH Kallis,11.25,-11.25
AC Gilchrist,JJ van der Wath,20.0,-20.0
AC Gilchrist,JP Duminy,8.0,-8.0
AC Gilchrist,JP Faulkner,18.0,-18.0
AC Gilchrist,JR Hopes,2.0,-2.0
AC Gilchrist,Jaydev Unadkat,30.0,-30.0
AC Gilchrist,Joginder Sharma,10.0,-10.0
AC Gilchrist,KK Cooper,-20.0,20.0
AC Gilchrist,KP Pietersen,-21.0,21.0
AC Gilchrist,Karn Sharma,-24.0,24.0
AC Gilchrist,L Balaji,15.4,-15.4
AC Gilchrist,LR Shukla,15.0,-15.0
AC Gilchrist,M Kartik,-5.0,5.0
AC Gilchrist,M Morkel,5.4,-5.4
AC Gilchrist,M Muralitharan,15.5,-15.5
AC Gilchrist,M Ntini,20.5,-20.5
AC Gilchrist,MC Henriques,11.0,-11.0
AC Gilchrist,MM Patel,14.4,-14.4
AC Gilchrist,MN Samuels,8.0,-8.0
AC Gilchrist,MS Gony,5.0,-5.0
AC Gilchrist,Mashrafe Mortaza,43.0,-43.0
AC Gilchrist,Mohammad Asif,3.0,-3.0
AC Gilchrist,Mohammad Hafeez,1.0,-1.0
AC Gilchrist,NLTC Perera,17.0,-17.0
AC Gilchrist,NM Coulter-Nile,-16.0,16.0
AC Gilchrist,P Kumar,12.0,-12.0
AC Gilchrist,PJ Sangwan,3.0,-3.0
AC Gilchrist,PP Chawla,4.0,-4.0
AC Gilchrist,PP Ojha,29.0,-29.0
AC Gilchrist,R Bhatia,-4.0,4.0
AC Gilchrist,R Sharma,-27.0,27.0
AC Gilchrist,R Vinay Kumar,-0.6666666666666666,0.6666666666666666
AC Gilchrist,RE van der Merwe,1.0,-1.0
AC Gilchrist,RP Singh,-16.0,16.0
AC Gilchrist,RR Powar,-23.0,23.0
AC Gilchrist,RR Raje,-21.0,21.0
AC Gilchrist,Ravichandran Ashwin,5.2,-5.2
AC Gilchrist,Ravindra Jadeja,-23.0,23.0
AC Gilchrist,Rohit Sharma,17.0,-17.0
AC Gilchrist,S Aravind,43.0,-43.0
AC Gilchrist,S Kaul,10.0,-10.0
AC Gilchrist,S Ladda,2.5,-2.5
AC Gilchrist,S Narwal,-24.0,24.0
AC Gilchrist,S Sreesanth,6.571428571428571,-6.571428571428571
AC Gilchrist,S Tyagi,33.0,-33.0
AC Gilchrist,SB Wagh,1.0,-1.0
AC Gilchrist,SD Chitnis,23.0,-23.0
AC Gilchrist,SE Bond,1.0,-1.0
AC Gilchrist,SJ Srivastava,-9.0,9.0
AC Gilchrist,SK Raina,-27.0,27.0
AC Gilchrist,SK Trivedi,4.75,-4.75
AC Gilchrist,SK Warne,12.666666666666666,-12.666666666666666
AC Gilchrist,SL Malinga,9.25,-9.25
AC Gilchrist,SM Harwood,9.0,-9.0
AC Gilchrist,SM Pollock,57.0,-57.0
AC Gilchrist,SMSM Senanayake,2.5,-2.5
AC Gilchrist,SR Watson,5.6,-5.6
AC Gilchrist,ST Jayasuriya,24.0,-24.0
AC Gilchrist,SW Tait,10.0,-10.0
AC Gilchrist,Sohail Tanvir,40.0,-40.0
AC Gilchrist,Sunil Narine,0.5,-0.5
AC Gilchrist,TG Southee,11.0,-11.0
AC Gilchrist,TL Suman,1.0,-1.0
AC Gilchrist,TM Dilshan,8.5,-8.5
AC Gilchrist,UT Yadav,-13.0,13.0
AC Gilchrist,V Sehwag,45.0,-45.0
AC Gilchrist,VR Aaron,-24.0,24.0
AC Gilchrist,VRV Singh,26.0,-26.0
AC Gilchrist,VS Malik,9.0,-9.0
AC Gilchrist,VY Mahesh,43.0,-43.0
AC Gilchrist,Virat Kohli,6.0,-6.0
AC Gilchrist,WD Parnell,1.0,-1.0
AC Gilchrist,Y Nagar,9.0,-9.0
AC Gilchrist,YK Pathan,-0.5714285714285714,0.5714285714285714
AC Gilchrist,Yuvraj Singh,15.0,-15.0
AC Gilchrist,Z Khan,-0.6,0.6
AC Thomas,A Ashish Reddy,16.0,-16.0
AC Thomas,DE Bollinger,1.0,-1.0
AC Thomas,J Theron,2.0,-2.0
AC Thomas,M Muralitharan,1.0,-1.0
AC Thomas,MS Gony,-27.0,27.0
AC Thomas,R Vinay Kumar,-27.0,27.0
AC Thomas,SL Malinga,-2.0,2.0
AC Thomas,Z Khan,10.0,-10.0
AC Voges,A Kumble,3.0,-3.0
AC Voges,A Mishra,-21.0,21.0
AC Voges,AB Dinda,-9.5,9.5
AC Voges,AD Mathews,9.0,-9.0
AC Voges,BJ Hodge,9.0,-9.0
AC Voges,DW Steyn,9.0,-9.0
AC Voges,Harbhajan Singh,6.0,-6.0
AC Voges,IK Pathan,43.0,-43.0
AC Voges,Ishant Sharma,27.0,-27.0
AC Voges,J Theron,1.0,-1.0
AC Voges,JA Morkel,-22.0,22.0
AC Voges,JH Kallis,8.0,-8.0
AC Voges,Jaydev Unadkat,1.0,-1.0
AC Voges,KA Pollard,14.0,-14.0
AC Voges,LR Shukla,1.0,-1.0
AC Voges,M Kartik,6.5,-6.5
AC Voges,M Muralitharan,6.0,-6.0
AC Voges,MF Maharoof,1.0,-1.0
AC Voges,PP Chawla,13.0,-13.0
AC Voges,Pankaj Singh,18.0,-18.0
AC Voges,R Vinay Kumar,2.0,-2.0
AC Voges,S Ladda,2.0,-2.0
AC Voges,SB Jakati,5.0,-5.0
AC Voges,SE Bond,3.0,-3.0
AC Voges,SL Malinga,4.0,-4.0
AC Voges,ST Jayasuriya,12.0,-12.0
AC Voges,T Thushara,10.0,-10.0
AC Voges,UT Yadav,12.0,-12.0
AC Voges,Yuvraj Singh,18.0,-18.0
AC Voges,Z Khan,-27.0,27.0
AD Hales,A Mishra,-22.0,22.0
AD Hales,Avesh Khan,58.0,-58.0
AD Hales,BA Stokes,15.0,-15.0
AD Hales,DJ Willey,1.0,-1.0
AD Hales,DS Kulkarni,18.0,-18.0
AD Hales,DT Christian,2.0,-2.0
AD Hales,Deepak Chahar,-24.0,24.0
AD Hales,Glenn Maxwell,2.0,-2.0
AD Hales,Harshal Patel,-9.0,9.0
AD Hales,IS Sodhi,6.0,-6.0
AD Hales,Jaydev Unadkat,5.0,-5.0
AD Hales,Jofra Archer,3.0,-3.0
AD Hales,K Gowtham,-21.0,21.0
AD Hales,LE Plunkett,10.0,-10.0
AD Hales,Mahipal Lomror,10.0,-10.0
AD Hales,Moeen Ali,-11.0,11.0
AD Hales,Mohammed Siraj,13.0,-13.0
AD Hales,SN Thakur,-2.0,2.0
AD Hales,TG Southee,-7.0,7.0
AD Hales,Trent Boult,7.0,-7.0
AD Hales,UT Yadav,16.5,-16.5
AD Hales,Yuzvendra Chahal,10.0,-10.0
AD Mascarenhas,A Mishra,2.0,-2.0
AD Mascarenhas,Anureet Singh,-22.0,22.0
AD Mascarenhas,B Lee,9.0,-9.0
AD Mascarenhas,BAW Mendis,3.0,-3.0
AD Mascarenhas,CH Gayle,6.0,-6.0
AD Mascarenhas,DP Nannes,-24.0,24.0
AD Mascarenhas,DW Steyn,1.0,-1.0
AD Mascarenhas,Ishant Sharma,12.0,-12.0
AD Mascarenhas,JA Morkel,3.0,-3.0
AD Mascarenhas,JD Ryder,-27.0,27.0
AD Mascarenhas,JDP Oram,-16.0,16.0
AD Mascarenhas,MN Samuels,-24.0,24.0
AD Mascarenhas,NLTC Perera,4.0,-4.0
AD Mascarenhas,R Bhatia,-24.0,24.0
AD Mascarenhas,R Sharma,4.0,-4.0
AD Mascarenhas,SC Ganguly,11.0,-11.0
AD Mascarenhas,SL Malinga,5.0,-5.0
AD Mascarenhas,V Sehwag,-12.0,12.0
AD Mascarenhas,YA Abdulla,-17.0,17.0
AD Mascarenhas,Z Khan,4.0,-4.0
AD Mathews,A Ashish Reddy,1.5,-1.5
AD Mathews,A Kumble,-15.0,15.0
AD Mathews,A Mishra,3.6666666666666665,-3.6666666666666665
AD Mathews,A Symonds,8.0,-8.0
AD Mathews,AD Mascarenhas,18.0,-18.0
AD Mathews,Andre Russell,-7.5,7.5
AD Mathews,Anureet Singh,1.0,-1.0
AD Mathews,Axar Patel,9.0,-9.0
AD Mathews,B Akhil,11.0,-11.0
AD Mathews,B Lee,11.0,-11.0
AD Mathews,Bhuvneshwar Kumar,6.0,-6.0
AD Mathews,CH Morris,3.0,-3.0
AD Mathews,DE Bollinger,2.5,-2.5
AD Mathews,DJ Bravo,-21.0,21.0
AD Mathews,DL Vettori,5.0,-5.0
AD Mathews,DP Nannes,10.0,-10.0
AD Mathews,DW Steyn,1.5,-1.5
AD Mathews,GB Hogg,15.0,-15.0
AD Mathews,Harbhajan Singh,-8.333333333333334,8.333333333333334
AD Mathews,Hardik Pandya,-12.0,12.0
AD Mathews,Harmeet Singh,-27.0,27.0
AD Mathews,Harshal Patel,1.0,-1.0
AD Mathews,IK Pathan,-4.0,4.0
AD Mathews,Iqbal Abdulla,17.0,-17.0
AD Mathews,Ishant Sharma,2.0,-2.0
AD Mathews,J Botha,10.0,-10.0
AD Mathews,J Suchith,2.0,-2.0
AD Mathews,J Theron,10.0,-10.0
AD Mathews,JA Morkel,4.0,-4.0
AD Mathews,JD Ryder,3.0,-3.0
AD Mathews,JH Kallis,9.666666666666666,-9.666666666666666
AD Mathews,JM Kemp,-24.0,24.0
AD Mathews,JP Faulkner,7.333333333333333,-7.333333333333333
AD Mathews,Jaskaran Singh,2.0,-2.0
AD Mathews,KA Pollard,2.0,-2.0
AD Mathews,KAJ Roach,4.0,-4.0
AD Mathews,KK Cooper,6.5,-6.5
AD Mathews,KP Appanna,-24.0,24.0
AD Mathews,Karn Sharma,12.0,-12.0
AD Mathews,Kuldeep Yadav,1.0,-1.0
AD Mathews,L Balaji,2.0,-2.0
AD Mathews,M Kartik,18.0,-18.0
AD Mathews,M Morkel,8.666666666666666,-8.666666666666666
AD Mathews,M Muralitharan,12.5,-12.5
AD Mathews,M de Lange,-24.0,24.0
AD Mathews,MC Henriques,11.0,-11.0
AD Mathews,MF Maharoof,16.0,-16.0
AD Mathews,MJ McClenaghan,-1.5,1.5
AD Mathews,Mohammed Siraj,1.0,-1.0
AD Mathews,NLTC Perera,7.5,-7.5
AD Mathews,P Awana,-17.0,17.0
AD Mathews,P Kumar,7.5,-7.5
AD Mathews,PJ Sangwan,13.0,-13.0
AD Mathews,PP Chawla,8.333333333333334,-8.333333333333334
AD Mathews,PP Ojha,-1.0,1.0
AD Mathews,R Bhatia,7.6,-7.6
AD Mathews,R Dhawan,8.0,-8.0
AD Mathews,R Vinay Kumar,-23.0,23.0
AD Mathews,RN ten Doeschate,1.0,-1.0
AD Mathews,RP Singh,32.0,-32.0
AD Mathews,Rashid Khan,2.0,-2.0
AD Mathews,Ravichandran Ashwin,6.333333333333333,-6.333333333333333
AD Mathews,Ravindra Jadeja,9.0,-9.0
AD Mathews,S Kaul,1.0,-1.0
AD Mathews,S Nadeem,4.0,-4.0
AD Mathews,SB Jakati,15.0,-15.0
AD Mathews,SJ Srivastava,9.0,-9.0
AD Mathews,SK Raina,4.0,-4.0
AD Mathews,SK Trivedi,4.0,-4.0
AD Mathews,SL Malinga,5.5,-5.5
AD Mathews,SR Watson,-2.5,2.5
AD Mathews,STR Binny,-3.0,3.0
AD Mathews,SW Tait,2.0,-2.0
AD Mathews,Sunil Narine,-2.2,2.2
AD Mathews,TG Southee,11.0,-11.0
AD Mathews,TL Suman,14.0,-14.0
AD Mathews,UT Yadav,-2.25,2.25
AD Mathews,VR Aaron,-27.0,27.0
AD Mathews,WPUJC Vaas,13.0,-13.0
AD Mathews,YK Pathan,38.0,-38.0
AD Mathews,Z Khan,8.5,-8.5
AD Nath,Andre Russell,-23.0,23.0
AD Nath,BB Sran,2.0,-2.0
AD Nath,Bhuvneshwar Kumar,-27.0,27.0
AD Nath,CH Morris,9.0,-9.0
AD Nath,CJ Jordan,1.0,-1.0
AD Nath,DJ Bravo,11.0,-11.0
AD Nath,GC Viljoen,-23.0,23.0
AD Nath,HF Gurney,2.0,-2.0
AD Nath,Harbhajan Singh,1.0,-1.0
AD Nath,IS Sodhi,-24.0,24.0
AD Nath,Imran Tahir,4.0,-4.0
AD Nath,Jasprit Bumrah,2.0,-2.0
AD Nath,Jaydev Unadkat,1.0,-1.0
AD Nath,Jofra Archer,-2.0,2.0
AD Nath,KC Cariappa,-27.0,27.0
AD Nath,Kagiso Rabada,-17.0,17.0
AD Nath,Krunal Pandya,1.0,-1.0
AD Nath,Kuldeep Yadav,1.0,-1.0
AD Nath,MJ McClenaghan,-27.0,27.0
AD Nath,Mahipal Lomror,11.0,-11.0
AD Nath,Mustafizur Rahman,3.0,-3.0
AD Nath,Prasidh Krishna,13.0,-13.0
AD Nath,Ravichandran Ashwin,1.0,-1.0
AD Nath,Ravindra Jadeja,-6.0,6.0
AD Nath,S Lamichhane,18.0,-18.0
AD Nath,SL Malinga,-24.0,24.0
AD Nath,Sunil Narine,1.0,-1.0
AD Nath,TG Southee,11.0,-11.0
AD Nath,VR Aaron,1.0,-1.0
AD Nath,Yuzvendra Chahal,-24.0,24.0
AF Milne,BA Stokes,-27.0,27.0
AF Milne,DJ Bravo,-23.0,23.0
AF Milne,Deepak Chahar,2.0,-2.0
AF Milne,Harshal Patel,-27.0,27.0
AF Milne,Imran Tahir,-22.0,22.0
AF Milne,Jaydev Unadkat,1.5,-1.5
AF Milne,Josh Hazlewood,2.0,-2.0
AF Milne,Lockie Ferguson,1.0,-1.0
AF Milne,MJ McClenaghan,-2.0,2.0
AF Milne,Moeen Ali,1.0,-1.0
AF Milne,SN Thakur,7.5,-7.5
AG Murtaza,A Singh,1.0,-1.0
AG Murtaza,CH Gayle,-17.0,17.0
AG Murtaza,L Balaji,1.0,-1.0
AG Murtaza,RP Singh,1.0,-1.0
AG Murtaza,SR Watson,1.0,-1.0
AG Murtaza,Sunil Narine,2.0,-2.0
AG Paunikar,AB Dinda,-16.0,16.0
AG Paunikar,B Lee,4.5,-4.5
AG Paunikar,DW Steyn,-9.0,9.0
AG Paunikar,Iqbal Abdulla,-23.0,23.0
AG Paunikar,Ishant Sharma,1.0,-1.0
AG Paunikar,JH Kallis,8.0,-8.0
AG Paunikar,L Balaji,5.0,-5.0
AG Paunikar,M Morkel,-2.0,2.0
AG Paunikar,PP Ojha,19.0,-19.0
AG Paunikar,R Vinay Kumar,-27.0,27.0
AG Paunikar,Shakib Al Hasan,-9.0,9.0
AJ Finch,A Chandila,19.0,-19.0
AJ Finch,A Choudhary,31.0,-31.0
AJ Finch,A Mishra,27.0,-27.0
AJ Finch,A Nehra,2.0,-2.0
AJ Finch,A Singh,-2.0,2.0
AJ Finch,AB Dinda,12.0,-12.0
AJ Finch,AB McDonald,1.0,-1.0
AJ Finch,AF Milne,17.0,-17.0
AJ Finch,AG Murtaza,9.0,-9.0
AJ Finch,AN Ahmed,18.0,-18.0
AJ Finch,AS Rajpoot,3.0,-3.0
AJ Finch,Abhishek Sharma,-24.0,24.0
AJ Finch,Andre Russell,10.0,-10.0
AJ Finch,Anrich Nortje,11.0,-11.0
AJ Finch,Anureet Singh,10.0,-10.0
AJ Finch,Arshdeep Singh,2.0,-2.0
AJ Finch,Avesh Khan,-7.0,7.0
AJ Finch,Axar Patel,-4.333333333333333,4.333333333333333
AJ Finch,Azhar Mahmood,32.0,-32.0
AJ Finch,B Lee,21.0,-21.0
AJ Finch,BA Stokes,1.0,-1.0
AJ Finch,BB Sran,22.0,-22.0
AJ Finch,BCJ Cutting,-16.0,16.0
AJ Finch,BW Hilfenhaus,1.0,-1.0
AJ Finch,Bhuvneshwar Kumar,-0.3333333333333333,0.3333333333333333
AJ Finch,Bipul Sharma,2.0,-2.0
AJ Finch,C de Grandhomme,3.0,-3.0
AJ Finch,CH Gayle,2.0,-2.0
AJ Finch,CH Morris,13.0,-13.0
AJ Finch,CJ Anderson,13.666666666666666,-13.666666666666666
AJ Finch,CJ Jordan,3.0,-3.0
AJ Finch,CR Brathwaite,47.0,-47.0
AJ Finch,Chetan Sakariya,-23.0,23.0
AJ Finch,DJ Bravo,2.0,-2.0
AJ Finch,DL Vettori,5.0,-5.0
AJ Finch,DP Nannes,42.0,-42.0
AJ Finch,DR Smith,12.0,-12.0
AJ Finch,DS Kulkarni,-8.0,8.0
AJ Finch,DT Christian,10.0,-10.0
AJ Finch,DW Steyn,-4.0,4.0
AJ Finch,Deepak Chahar,-8.0,8.0
AJ Finch,Dushmantha Chameera,4.0,-4.0
AJ Finch,Glenn Maxwell,13.0,-13.0
AJ Finch,Harbhajan Singh,9.0,-9.0
AJ Finch,Hardik Pandya,10.5,-10.5
AJ Finch,Harmeet Singh,-2.0,2.0
AJ Finch,IC Pandey,28.0,-28.0
AJ Finch,IK Pathan,17.5,-17.5
AJ Finch,Imran Tahir,-6.75,6.75
AJ Finch,Iqbal Abdulla,-5.0,5.0
AJ Finch,Ishant Sharma,18.0,-18.0
AJ Finch,J Botha,12.0,-12.0
AJ Finch,JA Morkel,20.0,-20.0
AJ Finch,JH Kallis,-8.0,8.0
AJ Finch,JL Pattinson,25.0,-25.0
AJ Finch,JO Holder,-4.0,4.0
AJ Finch,JP Duminy,16.0,-16.0
AJ Finch,JP Faulkner,5.333333333333333,-5.333333333333333
AJ Finch,JPR Scantlebury-Searles,-11.0,11.0
AJ Finch,Jasprit Bumrah,0.4,-0.4
AJ Finch,Jaydev Unadkat,30.5,-30.5
AJ Finch,Jofra Archer,17.0,-17.0
AJ Finch,KA Pollard,2.0,-2.0
AJ Finch,KC Cariappa,-2.0,2.0
AJ Finch,KK Cooper,5.5,-5.5
AJ Finch,KR Sen,-27.0,27.0
AJ Finch,KW Richardson,3.0,-3.0
AJ Finch,Kagiso Rabada,-2.5,2.5
AJ Finch,Kamlesh Nagarkoti,5.0,-5.0
AJ Finch,Krunal Pandya,13.333333333333334,-13.333333333333334
AJ Finch,Kuldeep Yadav,2.5,-2.5
AJ Finch,L Balaji,-14.0,14.0
AJ Finch,LR Shukla,25.0,-25.0
AJ Finch,Lockie Ferguson,4.0,-4.0
AJ Finch,Lungi Ngidi,-2.0,2.0
AJ Finch,M Ashwin,0.0,0.0
AJ Finch,M Kartik,7.0,-7.0
AJ Finch,M Morkel,0.8,-0.8
AJ Finch,M Muralitharan,-22.0,22.0
AJ Finch,M de Lange,26.0,-26.0
AJ Finch,MC Henriques,13.333333333333334,-13.333333333333334
AJ Finch,MG Johnson,-4.833333333333333,4.833333333333333
AJ Finch,MJ McClenaghan,12.0,-12.0
AJ Finch,MM Patel,1.0,-1.0
AJ Finch,MS Gony,14.0,-14.0
AJ Finch,Marco Jansen,-27.0,27.0
AJ Finch,Marcus Stoinis,28.0,-28.0
AJ Finch,Mayank Markande,8.0,-8.0
AJ Finch,Mitchell Marsh,2.5,-2.5
AJ Finch,Mitchell Starc,-11.0,11.0
AJ Finch,Moeen Ali,-12.0,12.0
AJ Finch,Mohammed Shami,4.666666666666667,-4.666666666666667
AJ Finch,Mohammed Siraj,22.0,-22.0
AJ Finch,Mohit Sharma,-10.75,10.75
AJ Finch,Mohsin Khan,-2.0,2.0
AJ Finch,Monu Kumar,8.0,-8.0
AJ Finch,Mustafizur Rahman,10.0,-10.0
AJ Finch,NLTC Perera,-27.0,27.0
AJ Finch,NM Coulter-Nile,-27.0,27.0
AJ Finch,OC McCoy,24.0,-24.0
AJ Finch,P Awana,12.0,-12.0
AJ Finch,P Kumar,6.0,-6.0
AJ Finch,P Negi,-17.666666666666668,17.666666666666668
AJ Finch,P Sahu,-5.0,5.0
AJ Finch,PP Chawla,6.75,-6.75
AJ Finch,PP Ojha,29.0,-29.0
AJ Finch,Pat Cummins,14.25,-14.25
AJ Finch,Prasidh Krishna,4.0,-4.0
AJ Finch,R Bhatia,8.666666666666666,-8.666666666666666
AJ Finch,R Rampaul,-27.0,27.0
AJ Finch,R Sharma,4.0,-4.0
AJ Finch,R Shukla,-27.0,27.0
AJ Finch,R Vinay Kumar,-13.0,13.0
AJ Finch,RN ten Doeschate,2.0,-2.0
AJ Finch,RP Singh,9.666666666666666,-9.666666666666666
AJ Finch,Rahul Chahar,22.0,-22.0
AJ Finch,Rashid Khan,2.1666666666666665,-2.1666666666666665
AJ Finch,Ravi Bishnoi,-8.0,8.0
AJ Finch,Ravichandran Ashwin,8.2,-8.2
AJ Finch,Ravindra Jadeja,10.333333333333334,-10.333333333333334
AJ Finch,S Aravind,6.0,-6.0
AJ Finch,S Badree,27.0,-27.0
AJ Finch,S Kaul,-1.6666666666666667,1.6666666666666667
AJ Finch,S Nadeem,-0.8,0.8
AJ Finch,S Sreesanth,13.0,-13.0
AJ Finch,SB Wagh,27.0,-27.0
AJ Finch,SE Bond,-27.0,27.0
AJ Finch,SK Raina,13.0,-13.0
AJ Finch,SK Trivedi,12.333333333333334,-12.333333333333334
AJ Finch,SL Malinga,-9.75,9.75
AJ Finch,SMSM Senanayake,17.0,-17.0
AJ Finch,SN Thakur,2.0,-2.0
AJ Finch,SR Watson,3.3333333333333335,-3.3333333333333335
AJ Finch,SS Cottrell,2.0,-2.0
AJ Finch,STR Binny,-24.0,24.0
AJ Finch,SW Tait,-16.0,16.0
AJ Finch,Sachin Baby,-17.0,17.0
AJ Finch,Sam Curran,-11.0,11.0
AJ Finch,Sandeep Sharma,5.375,-5.375
AJ Finch,Shakib Al Hasan,13.666666666666666,-13.666666666666666
AJ Finch,Shivam Sharma,-23.0,23.0
AJ Finch,Shreyas Gopal,-22.0,22.0
AJ Finch,Sunil Narine,15.75,-15.75
AJ Finch,T Natarajan,8.333333333333334,-8.333333333333334
AJ Finch,TG Southee,19.0,-19.0
AJ Finch,Trent Boult,6.2,-6.2
AJ Finch,UT Yadav,1.2,-1.2
AJ Finch,VR Aaron,15.5,-15.5
AJ Finch,Varun Chakravarthy,9.5,-9.5
AJ Finch,Vijay Shankar,14.0,-14.0
AJ Finch,Virat Kohli,15.0,-15.0
AJ Finch,WD Parnell,5.0,-5.0
AJ Finch,YK Pathan,25.0,-25.0
AJ Finch,Yuvraj Singh,-2.3333333333333335,2.3333333333333335
AJ Finch,Yuzvendra Chahal,14.6,-14.6
AJ Finch,Z Khan,7.5,-7.5
AJ Hosein,Anrich Nortje,5.0,-5.0
AJ Hosein,Mitchell Marsh,21.0,-21.0
AJ Turner,Andre Russell,1.0,-1.0
AJ Turner,Bhuvneshwar Kumar,2.0,-2.0
AJ Turner,Gerald Coetzee,-27.0,27.0
AJ Turner,Ishant Sharma,-27.0,27.0
AJ Turner,Jasprit Bumrah,-13.0,13.0
AJ Turner,M Ashwin,-27.0,27.0
AJ Turner,Mohammad Nabi,1.0,-1.0
