Player Name1,Venue,avg_batting_points,avg_bowling_points
DP Nannes,"Punjab Cricket Association Stadium, Mohali",84.5,84.5
DP Nannes,"Sardar Patel Stadium, Motera",63.0,63.0
DP Nannes,St George's Park,35.0,35.0
DP Nannes,SuperSport Park,51.5,51.5
DP Vijaykumar,Feroz Shah Kotla,19.5,19.5
DP Vijaykumar,M Chinnaswamy Stadium,10.0,10.0
DP Vijaykumar,"MA Chidambaram Stadium, Chepauk",38.0,38.0
DP Vijaykumar,"Punjab Cricket Association Stadium, Mohali",1.0,1.0
DP Vijaykumar,"Rajiv Gandhi International Stadium, Uppal",17.5,17.5
DP Vijaykumar,Sawai Mansingh Stadium,2.0,2.0
DPMD Jayawardene,Barabati Stadium,26.0,26.0
DPMD Jayawardene,Brabourne Stadium,28.0,28.0
DPMD Jayawardene,De Beers Diamond Oval,69.0,69.0
DPMD Jayawardene,Dr DY Patil Sports Academy,2.0,2.0
DPMD Jayawardene,Eden Gardens,94.0,94.0
DPMD Jayawardene,Feroz Shah Kotla,38.1764705882353,38.1764705882353
DPMD Jayawardene,Himachal Pradesh Cricket Association Stadium,70.75,70.75
DPMD Jayawardene,Holkar Cricket Stadium,71.0,71.0
DPMD Jayawardene,Kingsmead,20.6,20.6
DPMD Jayawardene,M Chinnaswamy Stadium,29.0,29.0
DPMD Jayawardene,"MA Chidambaram Stadium, Chepauk",33.0,33.0
DPMD Jayawardene,Nehru Stadium,34.6,34.6
DPMD Jayawardene,Newlands,8.5,8.5
DPMD Jayawardene,"Punjab Cricket Association Stadium, Mohali",23.625,23.625
DPMD Jayawardene,"Rajiv Gandhi International Stadium, Uppal",50.0,50.0
DPMD Jayawardene,Sawai Mansingh Stadium,32.2,32.2
DPMD Jayawardene,Shaheed Veer Narayan Singh International Stadium,12.5,12.5
DPMD Jayawardene,St George's Park,88.0,88.0
DPMD Jayawardene,Subrata Roy Sahara Stadium,41.333333333333336,41.333333333333336
DPMD Jayawardene,SuperSport Park,72.0,72.0
DPMD Jayawardene,Wankhede Stadium,27.4,27.4
DR Martyn,M Chinnaswamy Stadium,23.0,23.0
DR Sams,"Brabourne Stadium, Mumbai",11.75,11.75
DR Sams,"Dr DY Patil Sports Academy, Mumbai",28.375,28.375
DR Sams,Dubai International Cricket Stadium,4.0,4.0
DR Sams,"Maharashtra Cricket Association Stadium, Pune",23.0,23.0
DR Sams,"Narendra Modi Stadium, Ahmedabad",12.0,12.0
DR Sams,Sheikh Zayed Stadium,8.0,8.0
DR Sams,"Wankhede Stadium, Mumbai",28.25,28.25
DR Shorey,MA Chidambaram Stadium,5.0,5.0
DR Shorey,Maharashtra Cricket Association Stadium,14.0,14.0
DR Smith,Barabati Stadium,16.5,16.5
DR Smith,Brabourne Stadium,40.0,40.0
DR Smith,Buffalo Park,46.5,46.5
DR Smith,De Beers Diamond Oval,41.5,41.5
DR Smith,Dr DY Patil Sports Academy,9.0,9.0
DR Smith,Dubai International Cricket Stadium,78.5,78.5
DR Smith,Eden Gardens,41.333333333333336,41.333333333333336
DR Smith,Feroz Shah Kotla,39.0,39.0
DR Smith,Green Park,52.714285714285715,52.714285714285715
DR Smith,JSCA International Stadium Complex,48.6,48.6
DR Smith,Kingsmead,19.0,19.0
DR Smith,M Chinnaswamy Stadium,41.90909090909091,41.90909090909091
DR Smith,"MA Chidambaram Stadium, Chepauk",34.5,34.5
DR Smith,Maharashtra Cricket Association Stadium,39.0,39.0
DR Smith,"Punjab Cricket Association IS Bindra Stadium, Mohali",138.0,138.0
DR Smith,"Rajiv Gandhi International Stadium, Uppal",32.6,32.6
DR Smith,"Sardar Patel Stadium, Motera",68.0,68.0
DR Smith,Saurashtra Cricket Association Stadium,23.636363636363637,23.636363636363637
DR Smith,Sawai Mansingh Stadium,44.75,44.75
DR Smith,Shaheed Veer Narayan Singh International Stadium,32.0,32.0
DR Smith,Sharjah Cricket Stadium,74.5,74.5
DR Smith,Sheikh Zayed Stadium,52.75,52.75
DR Smith,St George's Park,6.0,6.0
DR Smith,Subrata Roy Sahara Stadium,0.0,0.0
DR Smith,SuperSport Park,27.5,27.5
DR Smith,"Vidarbha Cricket Association Stadium, Jamtha",12.0,12.0
DR Smith,Wankhede Stadium,38.21052631578947,38.21052631578947
DS Kulkarni,Arun Jaitley Stadium,28.0,28.0
DS Kulkarni,"Arun Jaitley Stadium, Delhi",3.0,3.0
DS Kulkarni,Brabourne Stadium,40.333333333333336,40.333333333333336
DS Kulkarni,Buffalo Park,8.0,8.0
DS Kulkarni,Dr DY Patil Sports Academy,42.25,42.25
DS Kulkarni,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,69.0,69.0
DS Kulkarni,Dubai International Cricket Stadium,28.5,28.5
DS Kulkarni,Eden Gardens,14.333333333333334,14.333333333333334
DS Kulkarni,Feroz Shah Kotla,24.0,24.0
DS Kulkarni,Green Park,51.666666666666664,51.666666666666664
DS Kulkarni,Himachal Pradesh Cricket Association Stadium,-5.0,-5.0
DS Kulkarni,Kingsmead,2.3333333333333335,2.3333333333333335
DS Kulkarni,M Chinnaswamy Stadium,39.375,39.375
DS Kulkarni,M.Chinnaswamy Stadium,-5.0,-5.0
DS Kulkarni,MA Chidambaram Stadium,37.0,37.0
DS Kulkarni,"MA Chidambaram Stadium, Chepauk",32.0,32.0
DS Kulkarni,Maharashtra Cricket Association Stadium,26.0,26.0
DS Kulkarni,Punjab Cricket Association IS Bindra Stadium,35.0,35.0
DS Kulkarni,"Punjab Cricket Association IS Bindra Stadium, Mohali",36.0,36.0
DS Kulkarni,"Punjab Cricket Association Stadium, Mohali",22.25,22.25
DS Kulkarni,Rajiv Gandhi International Stadium,4.666666666666667,4.666666666666667
DS Kulkarni,"Rajiv Gandhi International Stadium, Uppal",27.0,27.0
DS Kulkarni,"Sardar Patel Stadium, Motera",15.428571428571429,15.428571428571429
DS Kulkarni,Saurashtra Cricket Association Stadium,14.571428571428571,14.571428571428571
DS Kulkarni,Sawai Mansingh Stadium,24.285714285714285,24.285714285714285
DS Kulkarni,Sharjah Cricket Stadium,13.0,13.0
DS Kulkarni,Sheikh Zayed Stadium,63.0,63.0
DS Kulkarni,St George's Park,33.5,33.5
DS Kulkarni,SuperSport Park,26.75,26.75
DS Kulkarni,Wankhede Stadium,49.5625,49.5625
DS Lehmann,Feroz Shah Kotla,1.0,1.0
DS Lehmann,Sawai Mansingh Stadium,29.0,29.0
DT Christian,Arun Jaitley Stadium,18.5,18.5
DT Christian,Dr DY Patil Sports Academy,44.0,44.0
DT Christian,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,36.25,36.25
DT Christian,Dubai International Cricket Stadium,14.25,14.25
DT Christian,Eden Gardens,29.75,29.75
DT Christian,Feroz Shah Kotla,29.5,29.5
DT Christian,Himachal Pradesh Cricket Association Stadium,59.0,59.0
DT Christian,Holkar Cricket Stadium,15.5,15.5
DT Christian,M Chinnaswamy Stadium,5.0,5.0
DT Christian,"MA Chidambaram Stadium, Chepauk",16.666666666666668,16.666666666666668
DT Christian,"MA Chidambaram Stadium, Chepauk, Chennai",1.0,1.0
DT Christian,Maharashtra Cricket Association Stadium,35.42857142857143,35.42857142857143
DT Christian,Nehru Stadium,13.0,13.0
DT Christian,Punjab Cricket Association IS Bindra Stadium,26.0,26.0
DT Christian,"Punjab Cricket Association Stadium, Mohali",49.0,49.0
DT Christian,Rajiv Gandhi International Stadium,5.0,5.0
DT Christian,"Rajiv Gandhi International Stadium, Uppal",23.833333333333332,23.833333333333332
DT Christian,Sawai Mansingh Stadium,38.5,38.5
DT Christian,Sharjah Cricket Stadium,1.75,1.75
DT Christian,Wankhede Stadium,18.5,18.5
DT Christian,"Wankhede Stadium, Mumbai",3.5,3.5
DT Christian,"Zayed Cricket Stadium, Abu Dhabi",32.5,32.5
DT Patil,M Chinnaswamy Stadium,8.0,8.0
DT Patil,Sawai Mansingh Stadium,9.0,9.0
DW Steyn,Barabati Stadium,27.0,27.0
DW Steyn,Brabourne Stadium,95.0,95.0
DW Steyn,Dr DY Patil Sports Academy,44.5,44.5
DW Steyn,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,34.833333333333336,34.833333333333336
DW Steyn,Dubai International Cricket Stadium,32.0,32.0
DW Steyn,Eden Gardens,29.333333333333332,29.333333333333332
DW Steyn,Feroz Shah Kotla,37.888888888888886,37.888888888888886
DW Steyn,Himachal Pradesh Cricket Association Stadium,42.0,42.0
DW Steyn,JSCA International Stadium Complex,9.0,9.0
DW Steyn,M Chinnaswamy Stadium,19.210526315789473,19.210526315789473
DW Steyn,M.Chinnaswamy Stadium,57.0,57.0
DW Steyn,"MA Chidambaram Stadium, Chepauk",44.0,44.0
DW Steyn,Maharashtra Cricket Association Stadium,21.5,21.5
DW Steyn,Nehru Stadium,101.0,101.0
DW Steyn,Newlands,37.0,37.0
DW Steyn,"Punjab Cricket Association Stadium, Mohali",31.6,31.6
DW Steyn,"Rajiv Gandhi International Stadium, Uppal",34.42424242424242,34.42424242424242
DW Steyn,"Sardar Patel Stadium, Motera",37.0,37.0
DW Steyn,Saurashtra Cricket Association Stadium,3.0,3.0
DW Steyn,Sawai Mansingh Stadium,32.0,32.0
DW Steyn,Sharjah Cricket Stadium,13.666666666666666,13.666666666666666
DW Steyn,Sheikh Zayed Stadium,34.0,34.0
DW Steyn,St George's Park,17.0,17.0
DW Steyn,"Vidarbha Cricket Association Stadium, Jamtha",48.0,48.0
DW Steyn,Wankhede Stadium,29.4,29.4
David Miller,Arun Jaitley Stadium,25.5,25.5
David Miller,"Arun Jaitley Stadium, Delhi",46.0,46.0
David Miller,Barabati Stadium,50.0,50.0
David Miller,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",6.0,6.0
David Miller,"Brabourne Stadium, Mumbai",34.666666666666664,34.666666666666664
David Miller,"Dr DY Patil Sports Academy, Mumbai",32.75,32.75
David Miller,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,11.0,11.0
David Miller,Dubai International Cricket Stadium,46.0,46.0
David Miller,Eden Gardens,40.833333333333336,40.833333333333336
David Miller,"Eden Gardens, Kolkata",87.0,87.0
David Miller,Feroz Shah Kotla,27.5,27.5
David Miller,Himachal Pradesh Cricket Association Stadium,47.0,47.0
David Miller,Holkar Cricket Stadium,50.0,50.0
David Miller,M Chinnaswamy Stadium,28.2,28.2
David Miller,"M Chinnaswamy Stadium, Bengaluru",34.0,34.0
David Miller,M.Chinnaswamy Stadium,32.0,32.0
David Miller,MA Chidambaram Stadium,10.0,10.0
David Miller,"MA Chidambaram Stadium, Chepauk",40.333333333333336,40.333333333333336
David Miller,"MA Chidambaram Stadium, Chepauk, Chennai",18.5,18.5
David Miller,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur",4.0,4.0
David Miller,Maharashtra Cricket Association Stadium,26.666666666666668,26.666666666666668
David Miller,"Maharashtra Cricket Association Stadium, Pune",80.66666666666667,80.66666666666667
David Miller,"Narendra Modi Stadium, Ahmedabad",34.666666666666664,34.666666666666664
David Miller,Punjab Cricket Association IS Bindra Stadium,38.2,38.2
David Miller,"Punjab Cricket Association IS Bindra Stadium, Mohali",20.142857142857142,20.142857142857142
David Miller,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",21.0,21.0
David Miller,"Punjab Cricket Association Stadium, Mohali",53.23076923076923,53.23076923076923
David Miller,Rajiv Gandhi International Stadium,15.0,15.0
David Miller,"Rajiv Gandhi International Stadium, Uppal",51.0,51.0
David Miller,"Sardar Patel Stadium, Motera",96.0,96.0
David Miller,Saurashtra Cricket Association Stadium,43.0,43.0
David Miller,Sharjah Cricket Stadium,42.0,42.0
David Miller,Sheikh Zayed Stadium,57.0,57.0
David Miller,Wankhede Stadium,40.666666666666664,40.666666666666664
David Miller,"Wankhede Stadium, Mumbai",40.77777777777778,40.77777777777778
David Miller,"Zayed Cricket Stadium, Abu Dhabi",7.0,7.0
Deepak Chahar,Arun Jaitley Stadium,26.0,26.0
Deepak Chahar,"Arun Jaitley Stadium, Delhi",37.333333333333336,37.333333333333336
Deepak Chahar,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",7.5,7.5
Deepak Chahar,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,25.0,25.0
Deepak Chahar,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",7.0,7.0
Deepak Chahar,Dubai International Cricket Stadium,25.5,25.5
Deepak Chahar,Eden Gardens,10.0,10.0
Deepak Chahar,M.Chinnaswamy Stadium,35.5,35.5
Deepak Chahar,MA Chidambaram Stadium,34.5,34.5
Deepak Chahar,"MA Chidambaram Stadium, Chepauk, Chennai",36.36363636363637,36.36363636363637
Deepak Chahar,Maharashtra Cricket Association Stadium,29.555555555555557,29.555555555555557
Deepak Chahar,"Narendra Modi Stadium, Ahmedabad",19.0,19.0
Deepak Chahar,Punjab Cricket Association IS Bindra Stadium,8.0,8.0
Deepak Chahar,Rajiv Gandhi International Stadium,76.0,76.0
Deepak Chahar,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",34.0,34.0
Deepak Chahar,Sawai Mansingh Stadium,60.0,60.0
Deepak Chahar,Sharjah Cricket Stadium,24.833333333333332,24.833333333333332
Deepak Chahar,Sheikh Zayed Stadium,33.5,33.5
Deepak Chahar,Wankhede Stadium,21.714285714285715,21.714285714285715
Deepak Chahar,"Wankhede Stadium, Mumbai",49.0,49.0
Deepak Chahar,"Zayed Cricket Stadium, Abu Dhabi",17.0,17.0
Deepak Hooda,Arun Jaitley Stadium,14.0,14.0
Deepak Hooda,"Arun Jaitley Stadium, Delhi",0.5,0.5
Deepak Hooda,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",14.75,14.75
Deepak Hooda,Brabourne Stadium,3.0,3.0
Deepak Hooda,"Brabourne Stadium, Mumbai",36.25,36.25
Deepak Hooda,"Dr DY Patil Sports Academy, Mumbai",39.0,39.0
Deepak Hooda,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,14.75,14.75
Deepak Hooda,Dubai International Cricket Stadium,7.571428571428571,7.571428571428571
Deepak Hooda,Eden Gardens,21.6,21.6
Deepak Hooda,"Eden Gardens, Kolkata",44.5,44.5
Deepak Hooda,Feroz Shah Kotla,30.0,30.0
Deepak Hooda,M Chinnaswamy Stadium,6.5,6.5
Deepak Hooda,"M Chinnaswamy Stadium, Bengaluru",13.0,13.0
Deepak Hooda,M.Chinnaswamy Stadium,1.0,1.0
Deepak Hooda,"MA Chidambaram Stadium, Chepauk",19.0,19.0
Deepak Hooda,"MA Chidambaram Stadium, Chepauk, Chennai",21.5,21.5
Deepak Hooda,Maharashtra Cricket Association Stadium,32.75,32.75
Deepak Hooda,"Maharashtra Cricket Association Stadium, Pune",56.666666666666664,56.666666666666664
Deepak Hooda,"Narendra Modi Stadium, Ahmedabad",6.857142857142857,6.857142857142857
Deepak Hooda,Punjab Cricket Association IS Bindra Stadium,12.333333333333334,12.333333333333334
Deepak Hooda,"Punjab Cricket Association IS Bindra Stadium, Mohali",25.5,25.5
Deepak Hooda,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",19.0,19.0
Deepak Hooda,Rajiv Gandhi International Stadium,13.285714285714286,13.285714285714286
Deepak Hooda,"Rajiv Gandhi International Stadium, Uppal",13.615384615384615,13.615384615384615
Deepak Hooda,"Sardar Patel Stadium, Motera",12.571428571428571,12.571428571428571
Deepak Hooda,Saurashtra Cricket Association Stadium,28.0,28.0
Deepak Hooda,Sawai Mansingh Stadium,0.0,0.0
Deepak Hooda,"Sawai Mansingh Stadium, Jaipur",26.0,26.0
Deepak Hooda,Shaheed Veer Narayan Singh International Stadium,0.5,0.5
Deepak Hooda,Sharjah Cricket Stadium,17.0,17.0
Deepak Hooda,Sheikh Zayed Stadium,53.5,53.5
Deepak Hooda,Wankhede Stadium,11.0,11.0
Deepak Hooda,"Wankhede Stadium, Mumbai",45.8,45.8
Deepak Hooda,"Zayed Cricket Stadium, Abu Dhabi",42.0,42.0
Devdutt Padikkal,"Barsapara Cricket Stadium, Guwahati",25.0,25.0
Devdutt Padikkal,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",10.333333333333334,10.333333333333334
Devdutt Padikkal,"Brabourne Stadium, Mumbai",40.0,40.0
Devdutt Padikkal,"Dr DY Patil Sports Academy, Mumbai",31.5,31.5
Devdutt Padikkal,Dubai International Cricket Stadium,36.7,36.7
Devdutt Padikkal,"Eden Gardens, Kolkata",52.0,52.0
Devdutt Padikkal,"Himachal Pradesh Cricket Association Stadium, Dharamsala",97.0,97.0
Devdutt Padikkal,"M Chinnaswamy Stadium, Bengaluru",50.0,50.0
Devdutt Padikkal,"MA Chidambaram Stadium, Chepauk, Chennai",32.75,32.75
Devdutt Padikkal,"Maharashtra Cricket Association Stadium, Pune",43.0,43.0
Devdutt Padikkal,"Narendra Modi Stadium, Ahmedabad",20.6,20.6
Devdutt Padikkal,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",2.0,2.0
Devdutt Padikkal,"Sawai Mansingh Stadium, Jaipur",24.2,24.2
Devdutt Padikkal,Sharjah Cricket Stadium,52.0,52.0
Devdutt Padikkal,Sheikh Zayed Stadium,71.4,71.4
Devdutt Padikkal,"Wankhede Stadium, Mumbai",58.888888888888886,58.888888888888886
Devdutt Padikkal,"Zayed Cricket Stadium, Abu Dhabi",47.5,47.5
Devon Conway,"Arun Jaitley Stadium, Delhi",161.0,161.0
Devon Conway,"Brabourne Stadium, Mumbai",26.0,26.0
Devon Conway,"Dr DY Patil Sports Academy, Mumbai",161.0,161.0
Devon Conway,"Eden Gardens, Kolkata",98.0,98.0
Devon Conway,"M Chinnaswamy Stadium, Bengaluru",155.0,155.0
Devon Conway,"MA Chidambaram Stadium, Chepauk, Chennai",83.25,83.25
Devon Conway,"Maharashtra Cricket Association Stadium, Pune",126.5,126.5
Devon Conway,"Narendra Modi Stadium, Ahmedabad",40.0,40.0
Devon Conway,"Sawai Mansingh Stadium, Jaipur",12.0,12.0
Devon Conway,"Wankhede Stadium, Mumbai",2.0,2.0
Dhruv Jurel,"Barsapara Cricket Stadium, Guwahati",24.666666666666668,24.666666666666668
Dhruv Jurel,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",92.0,92.0
Dhruv Jurel,"Eden Gardens, Kolkata",2.0,2.0
Dhruv Jurel,"Himachal Pradesh Cricket Association Stadium, Dharamsala",16.0,16.0
Dhruv Jurel,"M Chinnaswamy Stadium, Bengaluru",58.0,58.0
Dhruv Jurel,"MA Chidambaram Stadium, Chepauk, Chennai",52.0,52.0
Dhruv Jurel,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur",6.0,6.0
Dhruv Jurel,"Narendra Modi Stadium, Ahmedabad",22.0,22.0
Dhruv Jurel,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",1.0,1.0
Dhruv Jurel,"Sawai Mansingh Stadium, Jaipur",20.0,20.0
Dhruv Jurel,"Wankhede Stadium, Mumbai",2.0,2.0
Dushmantha Chameera,"Brabourne Stadium, Mumbai",22.25,22.25
Dushmantha Chameera,"Dr DY Patil Sports Academy, Mumbai",27.5,27.5
Dushmantha Chameera,"Eden Gardens, Kolkata",7.0,7.0
Dushmantha Chameera,"Maharashtra Cricket Association Stadium, Pune",30.8,30.8
Dushmantha Chameera,"Wankhede Stadium, Mumbai",24.5,24.5
E Lewis,Arun Jaitley Stadium,88.0,88.0
E Lewis,"Brabourne Stadium, Mumbai",105.0,105.0
E Lewis,"Dr DY Patil Sports Academy, Mumbai",3.0,3.0
E Lewis,Dubai International Cricket Stadium,62.666666666666664,62.666666666666664
E Lewis,Eden Gardens,27.5,27.5
E Lewis,"Eden Gardens, Kolkata",2.0,2.0
E Lewis,Holkar Cricket Stadium,10.0,10.0
E Lewis,MA Chidambaram Stadium,54.0,54.0
E Lewis,Maharashtra Cricket Association Stadium,75.0,75.0
E Lewis,Rajiv Gandhi International Stadium,57.0,57.0
E Lewis,Sawai Mansingh Stadium,0.0,0.0
E Lewis,Sharjah Cricket Stadium,42.0,42.0
E Lewis,Wankhede Stadium,53.875,53.875
E Lewis,"Wankhede Stadium, Mumbai",18.0,18.0
E Lewis,"Zayed Cricket Stadium, Abu Dhabi",51.0,51.0
EJG Morgan,Brabourne Stadium,62.0,62.0
EJG Morgan,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,23.0,23.0
EJG Morgan,Dubai International Cricket Stadium,36.166666666666664,36.166666666666664
EJG Morgan,Eden Gardens,32.18181818181818,32.18181818181818
EJG Morgan,Feroz Shah Kotla,17.0,17.0
EJG Morgan,M Chinnaswamy Stadium,12.0,12.0
EJG Morgan,"MA Chidambaram Stadium, Chepauk",33.0,33.0
EJG Morgan,"MA Chidambaram Stadium, Chepauk, Chennai",20.666666666666668,20.666666666666668
EJG Morgan,Maharashtra Cricket Association Stadium,8.0,8.0
EJG Morgan,"Narendra Modi Stadium, Ahmedabad",39.5,39.5
EJG Morgan,Nehru Stadium,118.0,118.0
EJG Morgan,"Punjab Cricket Association IS Bindra Stadium, Mohali",44.0,44.0
EJG Morgan,"Punjab Cricket Association Stadium, Mohali",75.0,75.0
EJG Morgan,"Rajiv Gandhi International Stadium, Uppal",28.0,28.0
EJG Morgan,Sawai Mansingh Stadium,89.0,89.0
EJG Morgan,Shaheed Veer Narayan Singh International Stadium,22.666666666666668,22.666666666666668
EJG Morgan,Sharjah Cricket Stadium,28.285714285714285,28.285714285714285
EJG Morgan,Sheikh Zayed Stadium,43.5,43.5
EJG Morgan,Subrata Roy Sahara Stadium,19.0,19.0
EJG Morgan,Wankhede Stadium,5.0,5.0
EJG Morgan,"Wankhede Stadium, Mumbai",11.0,11.0
EJG Morgan,"Zayed Cricket Stadium, Abu Dhabi",10.5,10.5
ER Dwivedi,Feroz Shah Kotla,9.0,9.0
ER Dwivedi,M Chinnaswamy Stadium,35.0,35.0
F Behardien,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,9.0,9.0
F Behardien,M Chinnaswamy Stadium,0.0,0.0
F Behardien,"Punjab Cricket Association IS Bindra Stadium, Mohali",13.0,13.0
FA Allen,"Brabourne Stadium, Mumbai",19.5,19.5
FA Allen,Dubai International Cricket Stadium,2.5,2.5
FA Allen,"MA Chidambaram Stadium, Chepauk, Chennai",16.666666666666668,16.666666666666668
FH Edwards,Kingsmead,35.666666666666664,35.666666666666664
FH Edwards,Newlands,20.333333333333332,20.333333333333332
FH Edwards,St George's Park,66.0,66.0
FH Edwards,SuperSport Park,0.0,0.0
FY Fazal,Eden Gardens,5.0,5.0
FY Fazal,Feroz Shah Kotla,0.0,0.0
FY Fazal,Holkar Cricket Stadium,28.0,28.0
FY Fazal,"MA Chidambaram Stadium, Chepauk",4.0,4.0
FY Fazal,"Punjab Cricket Association Stadium, Mohali",75.0,75.0
FY Fazal,"Sardar Patel Stadium, Motera",30.666666666666668,30.666666666666668
FY Fazal,Sawai Mansingh Stadium,20.5,20.5
FY Fazal,"Vidarbha Cricket Association Stadium, Jamtha",56.0,56.0
Faf du Plessis,"Arun Jaitley Stadium, Delhi",86.33333333333333,86.33333333333333
Faf du Plessis,Barabati Stadium,94.0,94.0
Faf du Plessis,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",58.0,58.0
Faf du Plessis,Brabourne Stadium,65.0,65.0
Faf du Plessis,"Brabourne Stadium, Mumbai",9.0,9.0
Faf du Plessis,"Dr DY Patil Sports Academy, Mumbai",83.75,83.75
Faf du Plessis,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,52.333333333333336,52.333333333333336
Faf du Plessis,Dubai International Cricket Stadium,48.38461538461539,48.38461538461539
Faf du Plessis,Eden Gardens,30.333333333333332,30.333333333333332
Faf du Plessis,"Eden Gardens, Kolkata",18.0,18.0
Faf du Plessis,Feroz Shah Kotla,27.0,27.0
Faf du Plessis,"Himachal Pradesh Cricket Association Stadium, Dharamsala",17.0,17.0
Faf du Plessis,JSCA International Stadium Complex,38.0,38.0
Faf du Plessis,M Chinnaswamy Stadium,75.5,75.5
Faf du Plessis,"M Chinnaswamy Stadium, Bengaluru",73.78571428571429,73.78571428571429
Faf du Plessis,M.Chinnaswamy Stadium,5.0,5.0
Faf du Plessis,MA Chidambaram Stadium,45.4,45.4
Faf du Plessis,"MA Chidambaram Stadium, Chepauk",53.333333333333336,53.333333333333336
Faf du Plessis,"MA Chidambaram Stadium, Chepauk, Chennai",71.0,71.0
Faf du Plessis,Maharashtra Cricket Association Stadium,19.8,19.8
Faf du Plessis,"Maharashtra Cricket Association Stadium, Pune",41.666666666666664,41.666666666666664
Faf du Plessis,"Narendra Modi Stadium, Ahmedabad",39.333333333333336,39.333333333333336
Faf du Plessis,Punjab Cricket Association IS Bindra Stadium,172.0,172.0
Faf du Plessis,"Punjab Cricket Association IS Bindra Stadium, Mohali",107.0,107.0
Faf du Plessis,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",146.0,146.0
Faf du Plessis,"Punjab Cricket Association Stadium, Mohali",89.0,89.0
Faf du Plessis,Rajiv Gandhi International Stadium,47.333333333333336,47.333333333333336
Faf du Plessis,"Rajiv Gandhi International Stadium, Uppal",55.5,55.5
Faf du Plessis,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",83.0,83.0
Faf du Plessis,"Sardar Patel Stadium, Motera",1.0,1.0
Faf du Plessis,Saurashtra Cricket Association Stadium,121.0,121.0
Faf du Plessis,Sawai Mansingh Stadium,7.0,7.0
